gmtTime,askMedian,bidMedian,askVolume,bidVolume,spreadMedian,symbol
2015-04-22 07:00:00,31.563366666666663,31.549133333333334,340171.13621333335,238282.31826,0.0141,STOCK5
2015-04-22 07:00:00,92.56575,92.52033333333334,77727.91656833333,66743.55015666666,0.04545,STOCK2
2015-04-22 07:00:00,112.64266666666666,112.56016666666666,124831.36676833332,140258.64917833332,0.0825416666666666,STOCK3
2015-04-22 07:00:00,116.09705,115.89623333333334,5192.116634999999,7605.81663,0.2008333333333333,STOCK4
2015-04-22 07:00:00,11.846933333333334,11.83685,529883.1842833334,330190.6853933333,0.01005,STOCK7
2015-04-22 07:00:00,111.43428333333333,111.31386666666668,24046.63345,20016.933298333333,0.1203916666666666,STOCK6
2015-04-22 07:00:00,69.5103,69.47513333333333,86090.367115,78873.69992999999,0.0351083333333333,STOCK8
2015-04-22 07:00:00,100.75805,100.67428333333334,132138.33416333335,125736.68284833334,0.0837666666666666,STOCK9
2015-04-22 07:00:00,229.33598333333333,229.18573333333333,49437.383291666665,42733.38345,0.1501833333333333,STOCK10
2015-04-22 08:00:00,110.59453333333332,110.49538333333334,35916.83345666667,40210.983175,0.0992166666666666,STOCK6
2015-04-22 08:00:00,227.0535,226.9542,94588.85036666668,72674.51643,0.0992583333333333,STOCK10
2015-04-22 08:00:00,31.456,31.443666666666665,430865.63523,330275.18366833334,0.0123166666666666,STOCK5
2015-04-22 08:00:00,115.11866666666668,114.99708333333334,4494.300018333333,8186.5,0.121575,STOCK4
2015-04-22 08:00:00,68.96225,68.9383,142281.2501016667,163534.41688,0.0238666666666666,STOCK8
2015-04-22 08:00:00,111.45988333333334,111.3952,188780.5995883333,205864.78349833333,0.0647083333333333,STOCK3
2015-04-22 08:00:00,91.63551666666667,91.603,139700.45024833333,169991.06630666665,0.0325083333333333,STOCK2
2015-04-22 08:00:00,100.09433333333332,100.03246666666668,165504.88354333336,132927.26700833335,0.061775,STOCK9
2015-04-22 08:00:00,11.734916666666669,11.725466666666668,422291.6165333333,353565.0011166667,0.0094583333333333,STOCK7
2015-04-22 08:00:00,75.06046666666666,75.0279,658.95,418.81666666666666,0.0325,STOCK1
2015-04-22 09:00:00,74.81358333333333,74.78495,390.6166666666667,321.3666666666667,0.0286666666666666,STOCK1
2015-04-22 09:00:00,68.60045,68.57578333333332,117875.09983166668,152452.93323,0.0246416666666666,STOCK8
2015-04-22 09:00:00,99.753,99.72096666666668,70320.96702333333,70241.833285,0.0320083333333333,STOCK9
2015-04-22 09:00:00,114.70591666666668,114.58298333333332,4024.699996666666,8524.516583333334,0.122875,STOCK4
